Num_Quest	Post	Age	Gender	Years_Service	Years_Operations	Command_Area	Homicide	Homicide_Robbery	Vehicle_Robbery	Home_Robbery	Street_Robbery	Cargo_Theft	Bank_Robbery	Comertial_Establish_Robbery	Theft	Kidnapping	Drug_Seizure	Arm_Seizure	Threat	Narcotic_Use	Drug_Trafficking	Disruption_of_Silence	Traffic_Accident	Illegal_Weapon	Domestic_Violence	Bank_Alarm	Strategy
48.0	4.0	42.0	1.0	23.0	17.0	4.0	5.0	5.0	5.0	5.0	1.0	5.0	5.0	5.0	3.0	5.0	5.0	5.0	1.0	3.0	5.0	1.0	1.0	5.0	3.0	3.0	16.0
48.0	4.0	42.0	1.0	23.0	17.0	4.0	5.0	5.0	5.0	3.0	4.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	4.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	17.0
49.0	4.0	42.0	2.0	23.0	10.0	1.0	5.0	3.0	2.0	4.0	5.0	1.0	5.0	5.0	5.0	1.0	3.0	3.0	3.0	4.0	3.0	3.0	1.0	3.0	1.0	1.0	1.0
49.0	4.0	42.0	2.0	23.0	10.0	1.0	5.0	3.0	5.0	5.0	5.0	3.0	5.0	5.0	5.0	1.0	2.0	2.0	2.0	3.0	2.0	4.0	1.0	1.0	1.0	1.0	2.0
49.0	4.0	42.0	2.0	23.0	10.0	1.0	5.0	3.0	5.0	5.0	5.0	3.0	5.0	5.0	5.0	1.0	3.0	3.0	1.0	2.0	2.0	3.0	3.0	1.0	1.0	1.0	3.0
49.0	4.0	42.0	2.0	23.0	10.0	1.0	1.0	1.0	1.0	2.0	4.0	1.0	2.0	2.0	3.0	1.0	3.0	1.0	3.0	3.0	2.0	4.0	1.0	1.0	1.0	1.0	4.0
49.0	4.0	42.0	2.0	23.0	10.0	1.0	5.0	3.0	1.0	3.0	5.0	1.0	4.0	5.0	4.0	1.0	2.0	2.0	3.0	3.0	2.0	4.0	2.0	1.0	1.0	1.0	5.0
49.0	4.0	42.0	2.0	23.0	10.0	1.0	5.0	5.0	5.0	5.0	5.0	2.0	5.0	5.0	5.0	2.0	4.0	4.0	2.0	3.0	4.0	4.0	3.0	3.0	1.0	4.0	6.0
49.0	4.0	42.0	2.0	23.0	10.0	1.0	5.0	4.0	5.0	5.0	5.0	4.0	5.0	5.0	5.0	1.0	4.0	3.0	3.0	4.0	4.0	4.0	3.0	2.0	1.0	3.0	7.0
49.0	4.0	42.0	2.0	23.0	10.0	1.0	2.0	2.0	1.0	2.0	2.0	1.0	2.0	4.0	4.0	1.0	1.0	1.0	1.0	3.0	1.0	4.0	1.0	2.0	1.0	2.0	8.0
49.0	4.0	42.0	2.0	23.0	10.0	1.0	2.0	1.0	3.0	2.0	3.0	2.0	3.0	4.0	3.0	3.0	5.0	5.0	3.0	5.0	5.0	5.0	5.0	2.0	1.0	2.0	9.0
49.0	4.0	42.0	2.0	23.0	10.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	2.0	3.0	3.0	1.0	5.0	5.0	2.0	5.0	5.0	4.0	1.0	5.0	1.0	2.0	10.0
49.0	4.0	42.0	2.0	23.0	10.0	1.0	2.0	2.0	3.0	2.0	3.0	1.0	3.0	2.0	2.0	1.0	5.0	5.0	2.0	4.0	5.0	3.0	1.0	2.0	1.0	2.0	11.0
49.0	4.0	42.0	2.0	23.0	10.0	1.0	2.0	2.0	4.0	2.0	4.0	2.0	3.0	4.0	4.0	1.0	5.0	5.0	3.0	5.0	5.0	3.0	2.0	5.0	1.0	2.0	12.0
49.0	4.0	42.0	2.0	23.0	10.0	1.0	4.0	2.0	4.0	4.0	3.0	2.0	1.0	4.0	3.0	1.0	2.0	2.0	1.0	5.0	5.0	3.0	1.0	2.0	1.0	2.0	13.0
49.0	4.0	42.0	2.0	23.0	10.0	1.0	1.0	1.0	5.0	1.0	3.0	4.0	5.0	1.0	4.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	14.0
49.0	4.0	42.0	2.0	23.0	10.0	1.0	5.0	5.0	4.0	4.0	4.0	4.0	5.0	5.0	4.0	4.0	5.0	5.0	5.0	5.0	5.0	1.0	1.0	2.0	1.0	4.0	15.0
49.0	4.0	42.0	2.0	23.0	10.0	1.0	5.0	5.0	5.0	5.0	5.0	4.0	4.0	5.0	4.0	4.0	5.0	5.0	5.0	5.0	5.0	1.0	1.0	2.0	1.0	4.0	16.0
49.0	4.0	42.0	2.0	23.0	10.0	1.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	5.0	5.0	4.0	4.0	5.0	3.0	5.0	2.0	1.0	4.0	17.0
50.0	4.0	43.0	1.0	21.0	18.0	1.0	5.0	3.0	2.0	4.0	5.0	1.0	5.0	5.0	5.0	1.0	2.0	2.0	2.0	4.0	2.0	3.0	1.0	3.0	1.0	1.0	1.0
50.0	4.0	43.0	1.0	21.0	18.0	1.0	5.0	3.0	5.0	5.0	5.0	3.0	5.0	5.0	5.0	1.0	1.0	1.0	1.0	3.0	1.0	4.0	1.0	1.0	1.0	1.0	2.0
50.0	4.0	43.0	1.0	21.0	18.0	1.0	5.0	3.0	5.0	5.0	5.0	3.0	5.0	5.0	5.0	1.0	3.0	3.0	1.0	2.0	2.0	3.0	3.0	1.0	1.0	1.0	3.0
50.0	4.0	43.0	1.0	21.0	18.0	1.0	1.0	1.0	1.0	2.0	4.0	1.0	2.0	2.0	3.0	1.0	2.0	1.0	1.0	2.0	1.0	3.0	1.0	2.0	1.0	1.0	4.0
50.0	4.0	43.0	1.0	21.0	18.0	1.0	5.0	3.0	1.0	3.0	5.0	1.0	5.0	5.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	1.0	5.0
50.0	4.0	43.0	1.0	21.0	18.0	1.0	5.0	5.0	5.0	5.0	5.0	2.0	5.0	5.0	5.0	2.0	4.0	4.0	1.0	4.0	4.0	4.0	3.0	3.0	1.0	4.0	6.0
50.0	4.0	43.0	1.0	21.0	18.0	1.0	5.0	4.0	5.0	5.0	5.0	4.0	5.0	5.0	5.0	1.0	3.0	2.0	1.0	4.0	4.0	4.0	3.0	2.0	1.0	3.0	7.0
50.0	4.0	43.0	1.0	21.0	18.0	1.0	2.0	2.0	1.0	2.0	2.0	1.0	2.0	4.0	4.0	1.0	1.0	1.0	1.0	3.0	1.0	4.0	1.0	2.0	1.0	2.0	8.0
50.0	4.0	43.0	1.0	21.0	18.0	1.0	2.0	1.0	3.0	2.0	3.0	2.0	3.0	4.0	3.0	3.0	5.0	5.0	1.0	5.0	5.0	5.0	5.0	2.0	1.0	3.0	9.0
50.0	4.0	43.0	1.0	21.0	18.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	2.0	3.0	3.0	1.0	5.0	5.0	1.0	2.0	5.0	3.0	1.0	2.0	1.0	2.0	10.0
50.0	4.0	43.0	1.0	21.0	18.0	1.0	2.0	2.0	3.0	2.0	3.0	1.0	3.0	2.0	2.0	1.0	5.0	5.0	1.0	3.0	5.0	2.0	1.0	2.0	1.0	2.0	11.0
50.0	4.0	43.0	1.0	21.0	18.0	1.0	2.0	2.0	4.0	2.0	4.0	2.0	3.0	4.0	4.0	1.0	5.0	5.0	1.0	5.0	5.0	2.0	1.0	3.0	1.0	2.0	12.0
50.0	4.0	43.0	1.0	21.0	18.0	1.0	4.0	2.0	4.0	4.0	3.0	2.0	3.0	4.0	2.0	1.0	2.0	2.0	1.0	5.0	5.0	3.0	1.0	2.0	1.0	2.0	13.0
50.0	4.0	43.0	1.0	21.0	18.0	1.0	1.0	1.0	5.0	1.0	3.0	4.0	1.0	1.0	3.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	14.0
50.0	4.0	43.0	1.0	21.0	18.0	1.0	5.0	5.0	4.0	4.0	4.0	4.0	5.0	5.0	4.0	5.0	5.0	5.0	1.0	5.0	5.0	1.0	1.0	2.0	1.0	4.0	15.0
50.0	4.0	43.0	1.0	21.0	18.0	1.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	1.0	5.0	5.0	1.0	1.0	2.0	1.0	4.0	16.0
50.0	4.0	43.0	1.0	21.0	18.0	1.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	5.0	5.0	1.0	4.0	5.0	3.0	5.0	2.0	1.0	4.0	17.0
51.0	3.0	43.0	1.0	24.0	15.0	1.0	4.0	4.0	4.0	4.0	4.0	3.0	4.0	3.0	4.0	1.0	3.0	4.0	3.0	4.0	3.0	3.0	1.0	4.0	3.0	1.0	1.0
51.0	3.0	43.0	1.0	24.0	15.0	1.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	3.0	4.0	1.0	4.0	4.0	4.0	4.0	4.0	2.0	2.0	4.0	2.0	1.0	2.0
51.0	3.0	43.0	1.0	24.0	15.0	1.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	3.0	4.0	1.0	4.0	4.0	3.0	4.0	3.0	3.0	2.0	4.0	2.0	1.0	3.0
51.0	3.0	43.0	1.0	24.0	15.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	4.0	4.0	4.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	1.0	4.0
51.0	3.0	43.0	1.0	24.0	15.0	1.0	4.0	4.0	4.0	4.0	4.0	2.0	4.0	3.0	4.0	1.0	4.0	4.0	3.0	3.0	4.0	5.0	2.0	4.0	2.0	1.0	5.0
51.0	3.0	43.0	1.0	24.0	15.0	1.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	1.0	4.0	4.0	4.0	4.0	4.0	2.0	2.0	4.0	2.0	1.0	6.0
51.0	3.0	43.0	1.0	24.0	15.0	1.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	1.0	4.0	4.0	4.0	4.0	4.0	2.0	2.0	4.0	2.0	1.0	7.0
51.0	3.0	43.0	1.0	24.0	15.0	1.0	4.0	4.0	4.0	2.0	2.0	2.0	2.0	2.0	4.0	1.0	3.0	3.0	2.0	3.0	2.0	2.0	3.0	2.0	2.0	1.0	8.0
51.0	3.0	43.0	1.0	24.0	15.0	1.0	4.0	4.0	4.0	4.0	4.0	4.0	3.0	4.0	4.0	1.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	3.0	3.0	1.0	9.0
51.0	3.0	43.0	1.0	24.0	15.0	1.0	2.0	2.0	4.0	4.0	4.0	4.0	3.0	4.0	4.0	1.0	4.0	4.0	2.0	2.0	4.0	2.0	2.0	3.0	2.0	1.0	10.0
51.0	3.0	43.0	1.0	24.0	15.0	1.0	2.0	2.0	4.0	4.0	4.0	4.0	3.0	4.0	4.0	1.0	3.0	3.0	4.0	4.0	4.0	2.0	2.0	4.0	2.0	1.0	11.0
51.0	3.0	43.0	1.0	24.0	15.0	1.0	4.0	4.0	4.0	4.0	4.0	4.0	3.0	4.0	4.0	1.0	3.0	3.0	4.0	4.0	4.0	2.0	2.0	4.0	2.0	1.0	12.0
51.0	3.0	43.0	1.0	24.0	15.0	1.0	3.0	3.0	4.0	4.0	4.0	4.0	3.0	4.0	4.0	1.0	4.0	4.0	4.0	4.0	4.0	2.0	2.0	4.0	2.0	1.0	13.0
51.0	3.0	43.0	1.0	24.0	15.0	1.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	4.0	1.0	3.0	3.0	2.0	3.0	3.0	2.0	2.0	4.0	2.0	1.0	14.0
51.0	3.0	43.0	1.0	24.0	15.0	1.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	1.0	2.0	2.0	3.0	3.0	3.0	2.0	2.0	4.0	2.0	1.0	15.0
51.0	3.0	43.0	1.0	24.0	15.0	1.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	1.0	3.0	3.0	5.0	3.0	3.0	5.0	5.0	3.0	3.0	1.0	16.0
51.0	3.0	43.0	1.0	24.0	15.0	1.0	3.0	3.0	5.0	3.0	3.0	3.0	3.0	3.0	3.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	17.0
52.0	4.0	45.0	1.0	23.0	20.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0
52.0	4.0	45.0	1.0	23.0	20.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	1.0	1.0	2.0	1.0	1.0	2.0
52.0	4.0	45.0	1.0	23.0	20.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	1.0	1.0	2.0	1.0	1.0	3.0
52.0	4.0	45.0	1.0	23.0	20.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4.0
52.0	4.0	45.0	1.0	23.0	20.0	1.0	1.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	2.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	5.0
52.0	4.0	45.0	1.0	23.0	20.0	1.0	1.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	3.0	3.0	1.0	3.0	3.0	1.0	1.0	3.0	1.0	1.0	6.0
52.0	4.0	45.0	1.0	23.0	20.0	1.0	1.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	3.0	3.0	1.0	2.0	2.0	1.0	1.0	2.0	1.0	1.0	7.0
52.0	4.0	45.0	1.0	23.0	20.0	1.0	1.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	8.0
52.0	4.0	45.0	1.0	23.0	20.0	1.0	1.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0
52.0	4.0	45.0	1.0	23.0	20.0	1.0	1.0	3.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	1.0	3.0	3.0	1.0	3.0	3.0	1.0	1.0	4.0	1.0	1.0	10.0
52.0	4.0	45.0	1.0	23.0	20.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	3.0	1.0	3.0	3.0	1.0	1.0	4.0	1.0	1.0	11.0
52.0	4.0	45.0	1.0	23.0	20.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	3.0	1.0	3.0	3.0	1.0	1.0	4.0	1.0	1.0	12.0
52.0	4.0	45.0	1.0	23.0	20.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	13.0
52.0	4.0	45.0	1.0	23.0	20.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	14.0
52.0	4.0	45.0	1.0	23.0	20.0	1.0	1.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	1.0	1.0	1.0	1.0	1.0	15.0
52.0	4.0	45.0	1.0	23.0	20.0	1.0	1.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	1.0	1.0	1.0	1.0	1.0	16.0
52.0	4.0	45.0	1.0	23.0	20.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	17.0
53.0	3.0	45.0	1.0	23.0	23.0	5.0	2.0	2.0	2.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	3.0	2.0	2.0	3.0	2.0	2.0	1.0	2.0	1.0	1.0	1.0
53.0	3.0	45.0	1.0	23.0	23.0	5.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	1.0	1.0	3.0	3.0	2.0	3.0	3.0	2.0	2.0	3.0	1.0	3.0	2.0
53.0	3.0	45.0	1.0	23.0	23.0	5.0	2.0	2.0	2.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	3.0	3.0	2.0	3.0	3.0	2.0	2.0	3.0	1.0	3.0	3.0
53.0	3.0	45.0	1.0	23.0	23.0	5.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4.0
53.0	3.0	45.0	1.0	23.0	23.0	5.0	2.0	2.0	1.0	1.0	5.0	2.0	4.0	5.0	5.0	1.0	3.0	3.0	2.0	3.0	3.0	2.0	1.0	3.0	1.0	2.0	5.0
53.0	3.0	45.0	1.0	23.0	23.0	5.0	4.0	4.0	4.0	3.0	4.0	3.0	4.0	4.0	4.0	1.0	4.0	5.0	4.0	5.0	4.0	4.0	3.0	4.0	1.0	4.0	6.0
53.0	3.0	45.0	1.0	23.0	23.0	5.0	3.0	3.0	4.0	3.0	4.0	3.0	4.0	4.0	4.0	1.0	4.0	5.0	4.0	5.0	4.0	4.0	5.0	4.0	2.0	5.0	7.0
53.0	3.0	45.0	1.0	23.0	23.0	5.0	2.0	2.0	4.0	2.0	4.0	2.0	4.0	4.0	3.0	1.0	3.0	3.0	3.0	4.0	3.0	3.0	1.0	4.0	1.0	3.0	8.0
53.0	3.0	45.0	1.0	23.0	23.0	5.0	4.0	4.0	4.0	4.0	4.0	5.0	5.0	5.0	5.0	1.0	3.0	3.0	5.0	3.0	3.0	5.0	3.0	3.0	3.0	4.0	9.0
53.0	3.0	45.0	1.0	23.0	23.0	5.0	3.0	3.0	3.0	3.0	3.0	2.0	2.0	3.0	3.0	1.0	5.0	5.0	3.0	5.0	4.0	3.0	2.0	4.0	3.0	1.0	10.0
53.0	3.0	45.0	1.0	23.0	23.0	5.0	1.0	1.0	2.0	2.0	2.0	2.0	1.0	2.0	1.0	1.0	4.0	4.0	3.0	4.0	4.0	3.0	1.0	4.0	2.0	1.0	11.0
53.0	3.0	45.0	1.0	23.0	23.0	5.0	4.0	4.0	5.0	4.0	4.0	4.0	5.0	4.0	4.0	1.0	5.0	5.0	2.0	5.0	3.0	2.0	1.0	5.0	4.0	1.0	12.0
53.0	3.0	45.0	1.0	23.0	23.0	5.0	3.0	3.0	5.0	3.0	3.0	5.0	4.0	4.0	3.0	1.0	3.0	4.0	1.0	4.0	4.0	2.0	1.0	5.0	1.0	1.0	13.0
53.0	3.0	45.0	1.0	23.0	23.0	5.0	1.0	1.0	4.0	1.0	1.0	4.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	14.0
53.0	3.0	45.0	1.0	23.0	23.0	5.0	5.0	5.0	4.0	4.0	2.0	5.0	5.0	4.0	1.0	5.0	4.0	4.0	3.0	4.0	4.0	3.0	1.0	1.0	2.0	1.0	15.0
53.0	3.0	45.0	1.0	23.0	23.0	5.0	4.0	4.0	4.0	5.0	4.0	4.0	5.0	4.0	3.0	5.0	4.0	4.0	2.0	4.0	5.0	2.0	1.0	1.0	2.0	1.0	16.0
53.0	3.0	45.0	1.0	23.0	23.0	5.0	3.0	3.0	3.0	3.0	4.0	4.0	3.0	3.0	3.0	1.0	3.0	3.0	4.0	3.0	4.0	5.0	2.0	1.0	5.0	5.0	17.0
54.0	3.0	48.0	1.0	22.0	19.0	1.0	1.0	1.0	3.0	2.0	5.0	1.0	3.0	4.0	4.0	1.0	3.0	4.0	3.0	3.0	3.0	3.0	3.0	1.0	1.0	3.0	1.0
54.0	3.0	48.0	1.0	22.0	19.0	1.0	1.0	1.0	4.0	2.0	5.0	1.0	3.0	4.0	4.0	1.0	3.0	4.0	3.0	3.0	3.0	3.0	3.0	1.0	1.0	3.0	2.0
54.0	3.0	48.0	1.0	22.0	19.0	1.0	1.0	1.0	4.0	3.0	5.0	3.0	3.0	4.0	4.0	2.0	3.0	4.0	3.0	3.0	3.0	3.0	3.0	1.0	1.0	3.0	3.0
54.0	3.0	48.0	1.0	22.0	19.0	1.0	1.0	1.0	2.0	2.0	4.0	2.0	2.0	3.0	4.0	2.0	3.0	3.0	3.0	3.0	2.0	1.0	3.0	1.0	1.0	3.0	4.0
54.0	3.0	48.0	1.0	22.0	19.0	1.0	1.0	3.0	3.0	3.0	5.0	3.0	4.0	5.0	5.0	2.0	4.0	5.0	4.0	4.0	4.0	4.0	3.0	1.0	1.0	4.0	5.0
54.0	3.0	48.0	1.0	22.0	19.0	1.0	3.0	4.0	5.0	3.0	5.0	3.0	4.0	5.0	5.0	3.0	4.0	5.0	4.0	4.0	4.0	4.0	4.0	1.0	1.0	4.0	6.0
54.0	3.0	48.0	1.0	22.0	19.0	1.0	3.0	4.0	5.0	3.0	5.0	3.0	4.0	5.0	5.0	3.0	4.0	5.0	4.0	4.0	4.0	3.0	4.0	1.0	1.0	4.0	7.0
54.0	3.0	48.0	1.0	22.0	19.0	1.0	2.0	2.0	2.0	2.0	3.0	1.0	2.0	3.0	5.0	1.0	3.0	3.0	3.0	4.0	3.0	1.0	2.0	1.0	1.0	1.0	8.0
54.0	3.0	48.0	1.0	22.0	19.0	1.0	2.0	3.0	5.0	4.0	4.0	5.0	4.0	4.0	2.0	1.0	5.0	5.0	3.0	4.0	5.0	1.0	5.0	1.0	2.0	1.0	9.0
54.0	3.0	48.0	1.0	22.0	19.0	1.0	2.0	2.0	4.0	3.0	3.0	4.0	3.0	3.0	3.0	1.0	5.0	4.0	3.0	3.0	4.0	1.0	2.0	1.0	1.0	1.0	10.0
54.0	3.0	48.0	1.0	22.0	19.0	1.0	2.0	2.0	4.0	3.0	3.0	4.0	3.0	3.0	3.0	1.0	5.0	4.0	3.0	3.0	4.0	1.0	2.0	1.0	1.0	1.0	11.0
54.0	3.0	48.0	1.0	22.0	19.0	1.0	2.0	2.0	4.0	3.0	3.0	4.0	3.0	3.0	3.0	1.0	5.0	4.0	3.0	3.0	4.0	1.0	2.0	1.0	1.0	1.0	12.0
54.0	3.0	48.0	1.0	22.0	19.0	1.0	2.0	2.0	4.0	3.0	3.0	4.0	3.0	3.0	3.0	1.0	5.0	4.0	3.0	3.0	4.0	1.0	2.0	1.0	1.0	1.0	13.0
54.0	3.0	48.0	1.0	22.0	19.0	1.0	1.0	1.0	5.0	1.0	3.0	3.0	2.0	2.0	3.0	1.0	3.0	1.0	1.0	2.0	2.0	1.0	5.0	2.0	1.0	1.0	14.0
54.0	3.0	48.0	1.0	22.0	19.0	1.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	4.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	15.0
54.0	3.0	48.0	1.0	22.0	19.0	1.0	5.0	5.0	4.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	3.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	16.0
54.0	3.0	48.0	1.0	22.0	19.0	1.0	5.0	1.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	3.0	5.0	5.0	5.0	5.0	17.0
55.0	3.0	40.0	1.0	22.0	18.0	1.0	1.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	1.0	3.0	3.0	3.0	1.0	2.0	2.0	1.0	1.0
55.0	3.0	40.0	1.0	22.0	18.0	1.0	1.0	2.0	2.0	2.0	3.0	3.0	3.0	3.0	1.0	1.0	3.0	3.0	2.0	3.0	4.0	1.0	1.0	2.0	2.0	2.0	2.0
55.0	3.0	40.0	1.0	22.0	18.0	1.0	1.0	2.0	3.0	1.0	3.0	3.0	2.0	3.0	1.0	2.0	3.0	4.0	2.0	4.0	4.0	3.0	3.0	3.0	2.0	2.0	3.0
55.0	3.0	40.0	1.0	22.0	18.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0	2.0	2.0	1.0	3.0	1.0	1.0	4.0
55.0	3.0	40.0	1.0	22.0	18.0	1.0	1.0	2.0	4.0	3.0	5.0	4.0	3.0	5.0	1.0	1.0	3.0	3.0	2.0	5.0	4.0	3.0	1.0	5.0	1.0	3.0	5.0
55.0	3.0	40.0	1.0	22.0	18.0	1.0	2.0	2.0	5.0	3.0	5.0	5.0	5.0	5.0	1.0	1.0	3.0	4.0	2.0	4.0	4.0	3.0	1.0	4.0	2.0	3.0	6.0
55.0	3.0	40.0	1.0	22.0	18.0	1.0	2.0	3.0	5.0	3.0	5.0	5.0	5.0	5.0	2.0	2.0	4.0	4.0	2.0	5.0	4.0	3.0	2.0	5.0	2.0	4.0	7.0
55.0	3.0	40.0	1.0	22.0	18.0	1.0	1.0	1.0	1.0	2.0	3.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	4.0	2.0	3.0	1.0	3.0	2.0	2.0	8.0
55.0	3.0	40.0	1.0	22.0	18.0	1.0	3.0	3.0	4.0	2.0	4.0	4.0	4.0	4.0	2.0	4.0	2.0	2.0	2.0	4.0	4.0	1.0	2.0	4.0	2.0	3.0	9.0
55.0	3.0	40.0	1.0	22.0	18.0	1.0	2.0	2.0	4.0	2.0	3.0	4.0	3.0	3.0	2.0	2.0	3.0	4.0	2.0	4.0	5.0	1.0	1.0	5.0	1.0	1.0	10.0
55.0	3.0	40.0	1.0	22.0	18.0	1.0	2.0	2.0	3.0	3.0	3.0	4.0	3.0	3.0	2.0	1.0	3.0	4.0	2.0	5.0	5.0	1.0	1.0	5.0	2.0	1.0	11.0
55.0	3.0	40.0	1.0	22.0	18.0	1.0	4.0	4.0	5.0	3.0	4.0	5.0	5.0	5.0	1.0	4.0	4.0	5.0	2.0	5.0	5.0	1.0	1.0	5.0	2.0	1.0	12.0
55.0	3.0	40.0	1.0	22.0	18.0	1.0	5.0	4.0	5.0	4.0	4.0	5.0	5.0	5.0	1.0	5.0	3.0	4.0	2.0	4.0	4.0	1.0	3.0	5.0	2.0	1.0	13.0
55.0	3.0	40.0	1.0	22.0	18.0	1.0	4.0	4.0	5.0	4.0	2.0	4.0	4.0	4.0	1.0	4.0	4.0	4.0	2.0	4.0	4.0	1.0	4.0	4.0	2.0	3.0	14.0
55.0	3.0	40.0	1.0	22.0	18.0	1.0	5.0	5.0	4.0	5.0	3.0	5.0	5.0	5.0	3.0	4.0	3.0	3.0	3.0	4.0	5.0	1.0	1.0	4.0	4.0	1.0	15.0
55.0	3.0	40.0	1.0	22.0	18.0	1.0	5.0	3.0	4.0	3.0	3.0	5.0	4.0	5.0	3.0	4.0	4.0	4.0	3.0	4.0	5.0	1.0	1.0	5.0	2.0	1.0	16.0
55.0	3.0	40.0	1.0	22.0	18.0	1.0	5.0	4.0	4.0	3.0	4.0	5.0	5.0	5.0	3.0	5.0	3.0	3.0	4.0	5.0	4.0	3.0	1.0	5.0	4.0	3.0	17.0
56.0	4.0	50.0	1.0	28.0	7.0	1.0	5.0	5.0	3.0	5.0	5.0	5.0	3.0	5.0	5.0	3.0	1.0	1.0	1.0	5.0	5.0	5.0	1.0	1.0	1.0	1.0	1.0
56.0	4.0	50.0	1.0	28.0	7.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	5.0	1.0	5.0	5.0	5.0	1.0	1.0	1.0	1.0	2.0
